positiveSamples/100930-gray-1469.png 1 376 392 12 12 
positiveSamples/100931-gray-1469.png 5 370 381 32 32 
positiveSamples/100932-gray-1469.png 6 366 368 54 54 
positiveSamples/100933-gray-1469.png 6 358 346 82 82 
positiveSamples/100934-gray-1469.png 4 348 335 116 116 
positiveSamples/100935-gray-1469.png 3 354 332 130 130 
positiveSamples/100936-gray-1469.png 3 341 311 152 152 
positiveSamples/100931-gray-1470.png 5 281 443 8 8 
positiveSamples/100932-gray-1470.png 6 279 439 14 14 
positiveSamples/100933-gray-1470.png 6 271 426 32 32 
positiveSamples/100934-gray-1470.png 4 264 410 50 50 
positiveSamples/100935-gray-1470.png 3 254 395 66 66 
positiveSamples/100936-gray-1470.png 3 245 381 82 82 
positiveSamples/100931-gray-1471.png 5 449 447 26 26 
positiveSamples/100932-gray-1471.png 6 455 445 38 38 
positiveSamples/100933-gray-1471.png 6 454 429 70 70 
positiveSamples/100931-gray-1472.png 5 165 409 14 14 
positiveSamples/100932-gray-1472.png 6 158 394 34 34 
positiveSamples/100933-gray-1472.png 6 148 381 54 54 
positiveSamples/100934-gray-1472.png 4 140 372 70 70 
positiveSamples/100935-gray-1472.png 3 133 364 84 84 
positiveSamples/100936-gray-1472.png 3 121 346 104 104 
positiveSamples/100931-gray-1473.png 5 219 191 10 10 
positiveSamples/100932-gray-1473.png 6 208 180 28 28 
positiveSamples/100933-gray-1473.png 6 201 173 42 42 
positiveSamples/100932-gray-1474.png 6 421 400 14 14 
positiveSamples/100933-gray-1474.png 6 416 393 26 26 
positiveSamples/100934-gray-1474.png 4 409 382 40 40 
positiveSamples/102836-gray-5342.png 1 376 390 20 20 
positiveSamples/102837-gray-5342.png 1 373 382 32 32 
positiveSamples/102838-gray-5342.png 1 365 374 48 48 
positiveSamples/102839-gray-5342.png 1 362 363 60 60 
positiveSamples/102840-gray-5342.png 1 351 348 86 86 
positiveSamples/102841-gray-5342.png 1 335 332 112 112 
positiveSamples/102842-gray-5342.png 1 332 325 132 132 
positiveSamples/102843-gray-5342.png 1 318 311 160 160 
positiveSamples/102844-gray-5342.png 1 305 298 186 186 
positiveSamples/103312-gray-5343.png 3 372 395 14 14 
positiveSamples/103313-gray-5343.png 3 364 395 24 24 
positiveSamples/103314-gray-5343.png 4 357 386 38 38 
positiveSamples/103315-gray-5343.png 4 350 383 46 46 
positiveSamples/103316-gray-5343.png 4 340 378 58 58 
positiveSamples/103317-gray-5343.png 2 332 373 74 74 
positiveSamples/103308-gray-5344.png 1 381 396 8 8 
positiveSamples/103309-gray-5344.png 1 377 392 16 16 
positiveSamples/103310-gray-5344.png 2 376 388 20 20 
positiveSamples/103311-gray-5344.png 2 365 377 42 42 
positiveSamples/103312-gray-5344.png 3 360 372 52 52 
positiveSamples/103313-gray-5344.png 3 353 365 66 66 
positiveSamples/103314-gray-5344.png 4 348 361 74 74 
positiveSamples/103315-gray-5344.png 4 335 348 100 100 
positiveSamples/103316-gray-5344.png 4 317 330 136 136 
positiveSamples/103310-gray-5345.png 2 463 455 14 14 
positiveSamples/103311-gray-5345.png 2 458 450 24 24 
positiveSamples/103312-gray-5345.png 3 456 444 34 34 
positiveSamples/103313-gray-5345.png 3 448 433 48 48 
positiveSamples/103314-gray-5345.png 4 445 428 60 60 
